slope error QPH QPV
0.0034234698467878683 4.1454643176494136e-08 -0.05 0.4
0.00604282630873476 4.835945005711042e-07 -0.15 0.4
0.0034234698467878683 4.1454643176494136e-08 -0.05 0.4
0.00604282630873476 4.835945005711042e-07 -0.15 0.4
0.005254038913558593 1.8003824723751567e-07 -0.1 0.4
0.00668134425829349 3.289203454218445e-06 -0.25 0.4
0.006386632955667815 1.2879813406145794e-06 -0.2 0.4
0.00762731476047131 2.0131252555404478e-05 -0.35 0.4
0.00707447227900434 7.882731154753998e-06 -0.3 0.4
0.009461882681053024 1.747324102620536e-05 -0.45 0.4
0.008439535650521902 4.113908009182781e-05 -0.4 0.4
0.0108132584746837 7.748583929512288e-06 -0.55 0.4
0.010346216586507744 1.1682241848940583e-05 -0.5 0.4
0.010772193068049985 4.1921129012567875e-05 -0.65 0.4
0.010924118227642526 2.791665060599488e-05 -0.6 0.4
0.009848594274410058 4.118621505538449e-05 -0.75 0.4
0.010358087462753117 6.219911831102078e-05 -0.7 0.4
0.008797150215225192 7.12635387893647e-05 -0.85 0.4
0.009341203848566137 5.646878043061099e-05 -0.8 0.4
0.007811102140814621 5.8477557782806464e-05 -0.95 0.4
0.008250665941912792 7.12087547282964e-05 -0.9 0.4
0.006682948791337029 4.013379564015802e-05 -1.05 0.4
0.007245442130870389 4.35180038823046e-05 -1.0 0.4
0.005987509875345027 6.281732384573077e-05 -1.15 0.4
0.0061598802200252285 6.299837787731877e-05 -1.1 0.4
0.00523408428843222 5.595631173815689e-05 -1.25 0.4
0.005489583551794065 5.233277489365332e-05 -1.2 0.4
0.004162123105993991 0.00015712210160549566 -1.35 0.4
0.004926513996164967 3.63910969566175e-05 -1.3 0.4
0.003628153671866958 0.0002500744806140028 -1.45 0.4
0.004009640950779924 0.00010357568091819283 -1.4 0.4
0.0038406822237049137 0.00022256001011658372 -1.55 0.4
0.004040278763401216 0.00024490869209271106 -1.5 0.4
0.0027738654792330906 6.365996908718853e-05 -1.65 0.4
0.003044153250772087 0.00019929835455013444 -1.6 0.4
0.0022807934519347445 0.00014919983847560972 -1.75 0.4
0.002658896167505148 7.119613662552574e-05 -1.7 0.4
0.0 0.0 -1.85 0.4
0.002371431131233808 0.0001622436905824378 -1.8 0.4
0.0 0.0 0.0 0.4
