time,QPH,QPV,grstart,grend,slope,intensity,error,nturns,acqPeriod
2022.09.06.09.33.34.152829,0.05,0.0,116.49342865537162,337.402519983742,0.00026203320119213273,0.8124205,1.54525825132491e-05,229630,1662449614044000000
2022.09.06.09.34.15.024669,0.05,0.0,106.35659582802853,304.9076361384179,0.00026736084205670015,0.78748846,1.803220767515739e-05,229632,1662449654844000000
2022.09.06.09.34.55.769033,0.05,0.0,114.80395651748111,333.32047992652247,0.000250317722467031,0.8105962,1.4367102776849516e-05,229629,1662449695644000000
2022.09.06.09.35.36.565024,0.05,0.0,94.530290862795,346.07397230868304,0.00023604930568028794,0.7868804,8.764066981418556e-06,229629,1662449736444000000
2022.09.06.09.36.17.373035,0.05,-0.1,182.38284203310153,305.9915676790355,0.00045281398153366526,0.8489065,4.066510065796164e-05,229630,1662449777244000000
2022.09.06.09.36.58.170377,0.05,-0.1,305.71430809910873,458.20323082959584,0.0003977470835998506,0.7589078,2.8443639687688326e-05,229629,1662449818044000000
2022.09.06.09.37.39.020007,0.05,-0.1,227.99858975614526,420.24256453477426,0.0003190023479578045,0.8136367,2.947389283628398e-05,229631,1662449858844000000
2022.09.06.09.38.19.755804,0.05,-0.1,224.61964548036426,354.6301127676009,0.00038968530076566814,0.8112044,4.0063244015462654e-05,229629,1662449899644000000
2022.09.06.09.39.00.565574,0.05,-0.2,175.62495348153945,356.91328771485934,0.000374236600846961,0.7917452,4.770828288218393e-05,229630,1662449940444000000
2022.09.06.09.39.41.365626,0.05,-0.2,295.5774752717657,461.5472749442672,0.0003394520718070647,0.7704617,4.027629788555148e-05,229629,1662449981244000000
2022.09.06.09.40.25.735024,0.05,-0.2,89.46187444912343,223.22071024761718,0.0005321133925262091,0.8555956,6.316571306497387e-05,229630,1662450025644000000
2022.09.06.09.41.10.206243,0.05,-0.2,158.73023210263435,308.39005449231706,0.00044020113420947105,0.7862722,5.1678270003990766e-05,229634,1662450070044000000
2022.09.06.09.41.54.546638,0.05,-0.2,111.4250122417001,259.1980124468405,0.0004838004601190707,0.79965043,6.980171230974669e-05,229629,1662450114444000000
2022.09.06.09.42.38.948137,0.05,-0.2,160.41970424052485,302.8089601767965,0.00043629102881746984,0.81850153,5.871852665799711e-05,229631,1662450158844000000
2022.09.06.09.43.23.352608,0.05,-0.2,123.25131720693363,235.2592690604342,0.0005366269200850056,0.8172853,4.397326969992933e-05,229630,1662450203244000000
2022.09.06.09.44.07.770892,0.05,-0.2,172.24600920575844,278.5012188191161,0.0004895654979614075,0.82032585,8.104971853754225e-05,229630,1662450247644000000
2022.09.06.09.44.52.171958,0.05,-0.3,288.8195867202037,414.3616593675935,0.00041982042973364765,0.778367,4.469939584157965e-05,229629,1662450292044000000
2022.09.06.09.45.36.572005,0.05,-0.3,180.69336989521096,264.91748100158884,0.0006221219367532688,0.78566414,0.0001467426491794706,229630,1662450336444000000
2022.09.06.09.46.21.136688,0.05,-0.3,305.71430809910873,390.07698038311776,0.0006130576180317565,0.7710698,0.000102909796369928,229630,1662450380844000000
2022.09.06.09.47.05.365570,0.05,-0.3,337.8142787190285,432.97299454373024,0.00039046312101976194,0.78566414,7.23095678000506e-05,229629,1662450425244000000
2022.09.06.09.47.49.764887,0.05,-0.3,199.27756341200657,261.665686379736,0.0006905363141605314,0.80147475,0.00014922779551816869,229631,1662450469644000000
2022.09.06.09.48.34.161818,0.05,-0.3,216.17228479091168,296.7435560239787,0.0006015081008378802,0.81850153,0.00013140961297111587,229630,1662450514044000000
2022.09.06.09.49.18.624159,0.05,-0.3,195.89861913622556,261.01993993000633,0.0007433814855393573,0.8105962,0.000226183420108889,229632,1662450558444000000
2022.09.06.09.50.02.963248,0.05,-0.3,241.51436685926936,316.71557121918863,0.0005631999472268513,0.80755574,8.744263100027773e-05,229635,1662450602844000000
2022.09.06.09.50.47.358503,0.05,-0.3,300.6458916854373,360.0958952170983,0.0004058408066272021,0.82093394,0.00011306471165972235,229630,1662450647244000000
2022.09.06.09.51.31.758836,0.05,-0.4,167.17759279208693,237.63469350051113,0.000692820453665781,0.8191096,0.00018901857442999733,229630,1662450691644000000
2022.09.06.09.53.00.622576,0.05,-0.4,332.7458623053569,375.10950017331265,0.0006466123357928708,0.79539376,0.0004185706818235184,229631,1662450780444000000
2022.09.06.09.53.44.965615,0.05,-0.4,282.06169816864167,326.28645609911024,0.0006432461581995529,0.8160691,0.0005898221732987917,229630,1662450824844000000
2022.09.06.09.54.29.360748,0.05,-0.4,275.30380961707954,300.8717208276076,0.0007970020765191275,0.7947856,0.0012963302314509338,229632,1662450869244000000
2022.09.06.09.55.13.744163,0.05,-0.4,255.03014396239345,311.7340986069885,0.0005156086239353581,0.821542,0.0005287149675482234,229629,1662450913644000000
2022.09.06.09.55.58.143496,0.05,-0.4,216.17228479091168,274.2346797762595,0.0005902959224490721,0.79539376,0.0004392503076019821,229630,1662450958044000000
2022.09.06.09.56.42.608237,0.05,-0.4,258.4090882381745,311.8724728462162,0.0006179815234307444,0.802691,0.000356823583891923,229629,1662451002444000000
2022.09.06.09.57.26.958153,0.05,-0.45,626.7140142983056,689.5418964452429,0.0005067196224959997,0.76255643,0.000441845175402461,229630,1662451046844000000
2022.09.06.09.58.11.372604,0.05,-0.45,261.7880325139555,312.1953460710811,0.0004603827092133871,0.8251906,0.00111600304777657,229630,1662451091244000000
2022.09.06.09.58.52.162149,0.05,-0.45,388.49844285574375,441.64444686867125,0.0004374586090114159,0.7485701,0.00028927884884736606,229631,1662451132044000000
2022.09.06.09.59.32.970347,0.05,-0.45,410.46158064832036,462.40058275283855,0.0003051550861964722,0.80998814,0.0006156470775975988,229630,1662451172844000000
2022.09.06.10.00.13.820910,0.05,-0.45,189.14073058466354,245.7295864953364,0.0006222818814796582,0.8270149,0.0009697721408420126,229630,1662451213644000000
2022.09.06.10.00.54.557818,0.05,-0.45,315.85114092645176,361.27207625053444,0.000316747025069985,0.7759346,0.0007510044801468573,229635,1662451254444000000
2022.09.06.10.01.35.349956,0.05,-0.45,278.68275389286055,330.1609347974881,0.0005697080281372759,0.8355283,0.0005701753938341901,229630,1662451295244000000
2022.09.06.10.02.16.240685,0.05,-0.45,260.09856037606494,308.18249313347536,0.0005566327091275596,0.82093394,0.0006704779837763103,229635,1662451336044000000
2022.09.06.10.02.56.958150,0.05,-0.45,219.55122906669274,267.13146882923337,0.0005882452015149515,0.8227582,0.0013225226971281352,229630,1662451376844000000
2022.09.06.10.05.40.149964,0.05,-0.45,243.20383899715986,291.34696069409523,0.0008301391718273726,0.8105962,0.0010560801399441208,229630,1662451540044000000
2022.09.06.10.06.20.960859,0.05,-0.45,564.2035451963568,609.607710917994,0.0006625649673182621,0.7759346,0.0005097804665751667,229629,1662451580844000000
2022.09.06.10.07.01.760048,0.05,-0.45,270.23539320340797,334.68115994559565,0.000646855285205277,0.75343496,0.00034051402189811037,229630,1662451621644000000
2022.09.06.10.08.23.362092,0.05,-0.45,310.7827245127803,357.559034164589,0.0009753357795267443,0.7868804,0.0008343498613347516,229629,1662451703244000000
2022.09.06.10.09.04.161450,0.05,-0.45,219.55122906669274,253.7091676241385,0.0012603518534087658,0.8647171,0.0013809608628039397,229629,1662451744044000000
2022.09.06.10.09.44.964928,0.05,-0.45,175.62495348153945,233.89858904136102,0.0005914907957165811,0.8452579,0.0011189848261764074,229631,1662451784844000000
2022.09.06.10.10.25.760781,0.05,-0.45,239.82489472137885,283.2751300724746,0.0007402101106400601,0.77654266,0.00163755245566205,229630,1662451825644000000
2022.09.06.10.11.06.612539,0.05,-0.45,258.4090882381745,312.1492213246718,0.0009299730449715533,0.7388405,0.0010218285728431622,229629,1662451866444000000
2022.09.06.10.11.47.359782,0.05,-0.45,227.99858975614526,270.29101395826774,0.0007815152756737578,0.7862722,0.0009758619391865402,229629,1662451907244000000
2022.09.06.10.12.28.157439,0.05,-0.45,378.3616100284007,442.79756552890274,0.00046980451464879904,0.8251906,0.00047866503925227284,229630,1662451948044000000
2022.09.06.10.13.08.954229,0.05,-0.45,339.50375085691894,388.7393627372492,0.0006968993199283866,0.7826237,0.000755138742556481,229632,1662451988844000000
2022.09.06.10.13.49.772375,0.05,-0.45,589.5456272647144,651.2583569255565,0.0003195824133908774,0.7716779,0.0005281829958830937,229630,1662452029644000000
2022.09.06.10.14.30.628034,0.05,-0.45,643.6087356772108,714.2647605206066,0.0004368125859453105,0.78748846,0.00021559581964748943,229629,1662452070444000000
2022.09.06.10.15.14.973372,0.05,-0.45,358.08794437371455,425.1548500273605,0.0005372923079859944,0.7868804,0.00030674799015311007,229630,1662452114844000000
2022.09.06.10.15.59.368486,0.05,-0.45,359.7774165116051,418.2822628123807,0.00053394314611226,0.8051233,0.00057055517759735,229629,1662452159244000000
2022.09.06.10.16.43.772131,0.05,-0.45,329.3669180295759,391.34541090937245,0.0008663167297930443,0.8051233,0.000824177265118357,229630,1662452203644000000
2022.09.06.10.17.28.170689,0.05,-0.45,315.85114092645176,387.1480589861297,0.0005861030046789293,0.7370162,0.000397955332490222,229629,1662452248044000000
2022.09.06.10.18.12.569361,0.05,-0.45,385.11949857996274,438.2081532611813,0.0005262715744427832,0.7923533,0.00046863471247654223,229629,1662452292444000000
2022.09.06.10.18.56.964743,0.05,-0.45,630.0929585740867,704.0942539373647,0.00047074069779288384,0.72059757,0.00022415451541348965,229629,1662452336844000000
2022.09.06.10.19.41.588960,0.05,-0.45,266.85644892762696,314.70914475038575,0.0006512257516377421,0.80633956,0.0006320178794810788,229635,1662452381244000000
2022.09.06.10.20.25.759218,0.05,-0.45,293.88800313387515,354.1688653035083,0.0003744424150539615,0.79965043,0.000827093392538588,229634,1662452425644000000
2022.09.06.10.21.10.154387,0.05,-0.45,282.06169816864167,323.65734555378236,0.0007740631724560232,0.7917452,0.0009644548218725446,229630,1662452470044000000
2022.09.06.10.21.54.563866,0.05,-0.45,445.94049554402113,507.23383626263995,0.00045862051577731547,0.7351919,0.00029303702454392533,229629,1662452514444000000
2022.09.06.10.22.39.017314,0.05,-0.45,217.86175692880224,264.7099196427472,0.0007570468628027509,0.84586596,0.0016304759321823818,229630,1662452558844000000
2022.09.06.10.23.23.358657,0.05,-0.45,275.30380961707954,330.7374941276039,0.0006626171466738083,0.79052895,0.0007616026420598611,229635,1662452603244000000
2022.09.06.10.24.07.755793,0.05,-0.45,209.41439623934966,255.96928019819228,0.0011499275479942017,0.80694765,0.0010883360382757095,229629,1662452647644000000
2022.09.06.10.24.52.170304,0.05,-0.45,255.03014396239345,310.48873045393844,0.0004543798021791134,0.8464741,0.0008217122087661907,229629,1662452692044000000
2022.09.06.10.25.36.571753,0.05,-0.45,184.07231417099203,234.54433549109066,0.0005955109503022212,0.86532515,0.0012191607759500238,229630,1662452736444000000
2022.09.06.10.26.20.972261,0.05,-0.45,238.13542258348835,292.6153912203499,0.0006177594027041182,0.83127165,0.0006082626252829823,229630,1662452780844000000
2022.09.06.10.27.05.372061,0.05,-0.45,319.2300852022329,361.01839014528355,0.0007371268323950534,0.803299,0.000643106427732451,229629,1662452825244000000
2022.09.06.10.27.49.998684,0.05,-0.45,273.6143374791891,346.81196825123124,0.0006959673393206516,0.8282311,0.0004910745577066241,229629,1662452869644000000
2022.09.06.10.28.34.171170,0.05,-0.45,248.27225541083138,314.8936437360228,0.00047393108700102447,0.8245825,0.000684407467425017,229634,1662452914044000000
2022.09.06.10.29.18.573750,0.05,-0.45,341.1932229948095,417.93632721431123,0.0005361737778031994,0.7826237,0.0002332209866114171,229629,1662452958444000000
2022.09.06.10.30.02.965509,0.05,-0.45,533.7930467143276,604.0958037220875,0.000532562804883524,0.7358,0.0002191883731270249,229630,1662453002844000000
2022.09.06.10.30.47.425736,0.05,-0.45,359.7774165116051,466.2519990780118,0.00034134014643177803,0.79904234,0.0002779179571534374,229630,1662453047244000000
2022.09.06.10.31.31.758856,0.05,-0.45,162.10917637841536,232.0766615581952,0.0005571922189908964,0.8105962,0.0004782327191534579,229634,1662453091644000000
2022.09.06.10.32.16.162818,0.05,-0.45,317.5406130643423,390.3537288615733,0.0008175763162734731,0.80147475,0.00040114634520380143,229629,1662453136044000000
2022.09.06.10.33.00.557857,0.05,-0.45,408.7721085104299,501.53743008109626,0.0004725910852843005,0.75100255,0.00020351718555966262,229630,1662453180444000000
2022.09.06.10.33.44.954158,0.05,-0.45,199.27756341200657,246.32920819865677,0.0005948767824290001,0.80998814,0.0008893477590188132,229629,1662453224844000000
2022.09.06.10.34.29.355677,0.05,-0.45,236.44595044559784,296.7204936507741,0.0004246800199013051,0.8221502,0.0008263077453966028,229631,1662453269244000000
2022.09.06.10.38.55.811725,0.05,-0.5,336.12480658113793,417.7518282286742,0.0003052035497860277,0.74005675,0.0003301919321492374,229630,1662453535644000000
2022.09.06.10.39.40.150303,0.05,-0.5,765.2507296053275,841.1308755192782,0.00026943378871901704,0.77411026,0.0004224688440821005,229629,1662453580044000000
2022.09.06.10.40.24.548460,0.05,-0.5,167.17759279208693,242.27023051464184,0.00026707959573146186,0.83127165,0.0004375837709844072,229630,1662453624444000000
2022.09.06.10.41.08.956552,0.05,-0.5,435.803662716678,525.6376100799349,0.000422549539098993,0.7832318,0.00021040077317429758,229629,1662453668844000000
2022.09.06.10.41.53.366828,0.05,-0.5,393.5668592694153,495.1030279570044,0.0002500220715597041,0.75343496,0.00028122633054274615,229630,1662453713244000000
2022.09.06.10.42.37.824458,0.05,-0.5,256.71961610028393,383.8040148714583,0.0002629373694749042,0.8391769,0.00035812480375526664,229630,1662453757644000000
2022.09.06.10.43.22.163074,0.05,-0.5,354.70900009793354,432.83462030450244,0.00033727914156673946,0.77654266,0.00033850412793198033,229630,1662453802044000000
2022.09.06.10.44.06.555492,0.05,-0.5,300.6458916854373,417.42895500380934,0.0001527873261091377,0.8039071,0.00026328169278675204,229630,1662453846444000000
2022.09.06.10.44.50.955909,0.05,-0.5,187.45125844677304,268.12315087703246,9.963225268282366e-05,0.85255504,0.0004166111455339713,229630,1662453890844000000
2022.09.06.10.45.35.355503,0.05,-0.5,476.3509940260502,534.7011227493547,0.00034127373517078515,0.77411026,0.0006524833136938281,229630,1662453935244000000
2022.09.06.10.46.19.816235,0.05,-0.5,432.424718440897,552.343838250897,0.0004156112088919598,0.7582997,0.00015959890417043468,229629,1662453979644000000
2022.09.06.10.47.04.156318,0.05,-0.5,461.14574478503573,543.5801364331373,0.00033662736596110727,0.72424614,0.00030005226544730707,229630,1662454024044000000
2022.09.06.10.47.48.560731,0.05,-0.5,229.68806189403577,342.98361429926257,0.00034093130213957735,0.79965043,0.0002583653604302575,229636,1662454068444000000
2022.09.06.10.48.32.956721,0.05,-0.55,1402.1817255900498,1510.400945917651,0.00020565176712509538,0.76255643,0.00019645692406342462,229629,1662454112844000000
2022.09.06.10.49.17.361550,0.05,-0.55,736.5297032611888,852.1316275378869,0.0002281279689452154,0.7759346,0.00014274933550104387,229629,1662454157244000000
2022.09.06.10.50.01.812881,0.05,-0.55,202.65650768778764,266.6471589919361,0.0005206352379237803,0.86775756,0.00031572620948736545,229631,1662454201644000000
2022.09.06.10.52.59.370506,0.05,-0.55,744.9770639506413,782.1142624886292,0.0012126159261015646,0.7576916,0.0012185193024184565,229630,1662454379244000000
2022.09.06.10.53.43.773538,0.05,-0.55,667.2613456076779,741.132425304001,0.0006027572696776595,0.80633956,0.00044439664591390315,229634,1662454423644000000
2022.09.06.10.54.28.161675,0.05,-0.55,1393.7343649005973,1442.6898181888562,0.0011386853094122766,0.7911371,0.0008544449899703839,229629,1662454468044000000
2022.09.06.10.55.12.732271,0.05,-0.55,521.966741749094,618.9249096926648,0.0001886951420424474,0.80633956,0.00027730454322328973,229630,1662454512444000000
2022.09.06.10.55.56.960100,0.05,-0.55,1422.455391244736,1461.7162760826764,0.0009374339331527862,0.7558673,0.000884601435649129,229630,1662454556844000000
2022.09.06.10.56.41.366204,0.05,-0.55,331.05639016746636,402.7151608992552,0.0003149270679734051,0.7735022,0.0008592707475914024,229630,1662454601244000000
2022.09.06.10.57.25.755049,0.05,-0.55,261.7880325139555,297.5046143397315,0.0008887407623527433,0.8489065,0.0023791018622708105,229630,1662454645644000000
2022.09.06.10.58.10.216539,0.05,-0.55,1849.891842131035,1898.655998817603,0.0013873692798061805,0.7698536,0.0007658984087021873,229629,1662454690044000000
2022.09.06.11.05.34.301811,0.05,-0.55,251.6511996866124,334.7964718116188,0.0002794785493193814,0.79904234,0.0006359663747538752,229630,1662455134044000000
2022.09.06.11.06.18.557362,0.05,-0.55,128.3197336206052,223.12846075479865,0.00031289316757100076,0.8659333,0.0003842426980980417,229634,1662455178444000000
2022.09.06.11.07.02.964328,0.05,-0.55,221.24070120458325,330.11481005107885,2.1227708880691504e-05,0.7917452,0.0003704402872208428,229632,1662455222844000000
2022.09.06.11.07.47.371928,0.05,-0.55,244.89331113505037,401.97716495670704,0.00021039675064772614,0.85377127,0.00012999900878982073,229631,1662455267244000000
2022.09.06.11.10.00.572011,0.05,-0.55,358.08794437371455,399.41724153099307,0.0010382190620285732,0.8726224,0.0014488438542106833,229631,1662455400444000000
2022.09.06.11.10.45.140575,0.05,-0.55,856.4822250514151,898.8790580236725,0.0008027278283600161,0.82032585,0.0011410885405940521,229629,1662455444844000000
2022.09.06.11.12.13.772384,0.05,-0.55,567.5824894721378,626.3279314913511,0.0005525860663687406,0.79600185,0.00047959844706163367,229630,1662455533644000000
2022.09.06.11.15.55.815333,0.05,-0.3,498.31413181862695,556.518127800935,0.0011852473158747534,0.7710698,0.0005951706679952269,229629,1662455755644000000
2022.09.06.11.16.40.160010,0.05,-0.4,253.3406718245029,311.57266199455603,0.0009205579852146768,0.85681176,0.0010603669871847407,229634,1662455800044000000
2022.09.06.11.19.37.771075,0.05,-0.4,207.72492410145915,269.11483292483155,0.0009034513191072539,0.8470822,0.0006817370960497867,229630,1662455977644000000
2022.09.06.11.21.51.116519,0.05,-0.4,253.3406718245029,325.802146261813,0.0012287468557339002,0.8385688,0.0005278059113490097,229630,1662456110844000000
2022.09.06.11.22.35.371895,0.05,-0.4,459.45627264714517,516.0206004536041,0.0012153644690301568,0.8385688,0.0005784344061643667,229630,1662456155244000000
2022.09.06.11.24.04.231603,0.05,-0.45,437.49313485456855,500.1075629424092,0.001194032793291066,0.8361364,0.0008609445899666043,229633,1662456244044000000
2022.09.06.11.24.48.571315,0.05,-0.45,439.182606992459,500.3151243012508,0.0010623350023410655,0.76559687,0.0005892069519822614,229630,1662456288444000000
2022.09.06.11.25.32.967616,0.05,-0.45,319.2300852022329,390.0539180099131,0.0009533681357204447,0.7333677,0.0006140214965440337,229635,1662456332844000000
2022.09.06.11.27.01.820100,0.05,-0.45,1658.9814905494072,1704.5169411810245,0.0009456293724083301,0.8367445,0.0004699847291098113,229630,1662456421644000000
2022.09.06.11.27.46.161363,0.05,-0.45,689.2244834002545,773.258311178051,0.0008365376276075069,0.77958316,0.0002758742142915777,229630,1662456466044000000
2022.09.06.11.29.59.417939,0.05,-0.45,315.85114092645176,372.8032628528496,0.0010676981335932595,0.7133004,0.0004934115985410857,229636,1662456599244000000
2022.09.06.11.41.49.766473,0.05,-0.5,873.37694643032,932.5501229024329,0.0009985380137469894,0.8105962,0.00047721873541822985,229631,1662457309644000000
2022.09.06.11.42.34.228590,0.05,-0.5,1204.51348545686,1285.8887427705745,0.0007096025163030789,0.73823243,0.0003389554974545317,229630,1662457354044000000
2022.09.06.11.48.29.371088,0.05,-0.55,413.8405249241014,475.79982158472876,0.00014101488077779834,0.7911371,0.0011361183087889278,229630,1662457709244000000
2022.09.06.11.49.13.768715,0.05,-0.55,305.71430809910873,397.0879418373254,0.00025655942050631874,0.7643807,0.0006833000422784527,229636,1662457753644000000
2022.09.06.11.49.58.231990,0.05,-0.55,418.90894133777294,474.23158020681393,0.0003712087393724131,0.7558673,0.0009272782292447982,229632,1662457798044000000
2022.09.06.11.50.42.561463,0.05,-0.55,1295.7449809029476,1350.2095828522881,0.001058342560739595,0.78566414,0.0004999848621150277,229635,1662457842444000000
2022.09.06.11.52.11.419295,0.05,-0.55,1033.8767995299186,1103.37312122913,0.0006732475736933651,0.7303271,0.0006903171726382883,229635,1662457931244000000
2022.09.06.11.55.09.092080,0.05,-0.55,755.1138967779845,814.6091463339533,0.000933302571121574,0.7388405,0.0008408450931520857,229635,1662458108844000000
2022.09.06.11.56.37.753149,0.05,-0.55,799.0401723631376,871.3887091637532,0.0004573392472829767,0.76255643,0.0004996821822645113,229630,1662458197644000000
2022.09.06.11.57.22.210347,0.05,-0.55,275.30380961707954,335.9265280986457,0.000417302851528801,0.78444797,0.0011309819735041773,229636,1662458242044000000
2022.09.06.11.58.50.963599,0.05,-0.55,692.6034276760355,795.974748784612,0.0002798282070452522,0.7777589,0.0003578002151174504,229629,1662458330844000000
2022.09.06.12.01.04.150969,0.05,-0.6,293.88800313387515,367.6372912550124,0.0004640238656389464,0.8233663,0.0007530611835874749,229630,1662458464044000000
2022.09.06.12.02.32.957486,0.05,-0.6,317.5406130643423,406.0822316616522,0.00029296218147407916,0.8221502,0.0005764470446111824,229629,1662458552844000000
2022.09.06.12.27.18.559796,0.05,-0.65,1963.0864753696992,2200.980649157102,0.0002589445823106597,1.011269,9.597135311708735e-05,229629,1662460038444000000
2022.09.06.12.29.42.554079,0.05,0.1,305.71430809910873,1171.3840598095849,5.1936681373074125e-05,0.9936341,4.2783028167719615e-06,229630,1662460182444000000
2022.09.06.12.30.18.799632,0.05,0.11,648.6771520908823,2314.4014005774743,2.3140978048430804e-05,1.0203905,1.90782793199037e-06,229630,1662460218444000000
2022.09.06.12.30.36.557576,0.05,0.11,214.48281265302117,3040.2895971932144,1.7338804935045944e-05,0.9881612,1.113215587742436e-06,229630,1662460236444000000
2022.09.06.12.32.06.803977,0.05,0.11,364.84583292527657,2070.7013029241452,2.5769108562460887e-05,1.011269,1.6842570841357562e-06,229630,1662460326444000000
2022.09.06.12.32.24.571813,0.05,0.11,444.25102340613057,3170.476693933353,1.5497726126320097e-05,1.0489712,9.800303198291863e-07,229633,1662460344444000000
2022.09.06.12.32.42.572289,0.05,0.11,373.29319361472915,2291.1314660140024,2.563005469484096e-05,0.99910694,1.5993653613781461e-06,229630,1662460362444000000
2022.09.06.12.33.18.568485,0.05,0.11,241.51436685926936,2958.5334841828,1.7161327046920484e-05,1.0599169,1.3623830951952234e-06,229634,1662460398444000000
