,Unnamed: 0,time,QPH,QPV,grstart,grend,slope,intensity,error,nturns,acqPeriod,current_start,current_end,current_mapping,QPV_error
0,0,2022.08.23.09.27.35.128667,0.1,0.1,30.21956713348351,173.35985937920634,0.0003570218644679,3.286168,0.0001171388331113,229630,1661239654044000000,-6.210897922515869,-6.210897922515869,-6.210897922515869,0.0
1,1,2022.08.23.09.27.35.128667,0.1,0.1,28.417275487219683,173.35985937920634,0.0003561088235441,3.2648845,0.0001144720030325,229630,1661239654044000000,-6.197165012359619,-6.210897922515869,-6.197165012359619,0.0032443953657095292
2,2,2022.08.23.09.28.13.532878,0.1,0.1,33.82415042601116,175.48159771403235,0.0004345814146984,3.3329918,9.330983566440094e-05,229630,1661239692444000000,-6.210897922515869,-6.169698238372803,-6.210897922515869,-0.009733411402362613
3,3,2022.08.23.09.28.51.963808,0.1,0.1,32.02185877974733,185.19085683318173,0.0003735953703105,3.3329918,7.644579845055221e-05,229630,1661239730844000000,-6.210897922515869,-6.197165012359619,-6.210897922515869,-0.0032443953657095292
4,4,2022.08.23.09.29.30.344372,0.1,0.1,33.82415042601116,194.09293289016904,0.0003430934393012,3.2752223,9.143196284458484e-05,229630,1661239769244000000,-6.210897922515869,-6.210897922515869,-6.210897922515869,0.0
5,5,2022.08.23.09.30.08.739533,0.1,0.1,42.83560865733034,234.82108396954624,0.0003178336093576,3.1882641,5.925991787493693e-05,229630,1661239807644000000,-6.197165012359619,-6.210897922515869,-6.197165012359619,0.0032443953657095292
6,6,2022.08.23.09.30.47.144666,0.1,0.1,46.44019194985799,170.52318747503682,0.0004495803338169,3.1986017,0.0001036897566054,229630,1661239846044000000,-6.183431625366211,-6.197165012359619,-6.183431625366211,0.003244508018326542
7,7,2022.08.23.09.31.25.586553,0.1,0.1,30.21956713348351,170.86912307310627,0.000381458938805,3.4041393,0.000104568058934,229630,1661239884444000000,-6.197165012359619,-6.210897922515869,-6.197165012359619,0.0032443953657095292
8,8,2022.08.23.09.48.03.919373,0.05,0.11,42.83560865733034,192.7783776175051,0.0003478812152801,3.3056273,8.866439012503638e-05,229630,1661240882844000000,-6.252098083496094,-6.2383646965026855,-6.252098083496094,-0.003244508018326542
9,9,2022.08.23.09.48.42.329587,0.05,0.11,42.83560865733034,208.3454795306306,0.000337426471699,3.3056273,7.536763027270314e-05,229630,1661240921244000000,-6.252098083496094,-6.2383646965026855,-6.252098083496094,-0.003244508018326542
10,10,2022.08.23.09.49.20.747847,0.05,0.12,44.637900303594165,2527.151793390189,1.7523995643378176e-05,3.236912,1.4314545599008928e-06,229630,1661240959644000000,-6.307031631469727,-6.334497928619385,-6.307031631469727,0.006488903384036071
11,11,2022.08.23.09.53.49.515742,0.05,0.115,39.23102536480269,956.9039890065226,6.115193663405723e-05,3.4096122,7.5090465099540925e-06,229631,1661241228444000000,-6.334497928619385,-6.307031631469727,-6.334497928619385,-0.006488903384036071
12,12,2022.08.23.09.54.27.987790,0.05,0.115,123.93873273920286,1733.4371571796312,2.3572470556020097e-05,3.37191,4.693965039933779e-06,229630,1661241266844000000,-6.320765018463135,-6.293298244476318,-6.320765018463135,-0.006489016036653084
13,13,2022.08.23.09.55.06.338342,0.05,0.115,655.6147683870337,1208.0993579513563,8.277076537903182e-05,3.3761668,1.5478213589653708e-05,229630,1661241305244000000,-6.27956485748291,-6.27956485748291,-6.27956485748291,0.0
14,14,2022.08.23.09.55.44.737853,0.05,0.115,87.89289981392619,716.4326236018419,8.21373701253037e-05,3.4169095,1.2372376592872485e-05,229629,1661241343644000000,-6.293298244476318,-6.307031631469727,-6.293298244476318,0.003244508018326542
15,15,2022.08.23.09.56.23.143911,0.05,0.115,104.11352463030067,1025.0533018262051,5.773185383750751e-05,3.401707,9.18689328428878e-06,229631,1661241382044000000,-6.265831470489502,-6.293298244476318,-6.265831470489502,0.006489016036653084
16,16,2022.08.23.09.57.01.612613,0.05,0.115,116.7295661541475,939.9762070743238,6.043242563254162e-05,3.43272,1.028988359194435e-05,229629,1661241420444000000,-6.307031631469727,-6.307031631469727,-6.307031631469727,0.0
17,17,2022.08.23.09.57.39.952790,0.05,0.115,125.74102438546667,974.846515359725,6.144452628261524e-05,3.4047472,9.798282299782632e-06,229629,1661241458844000000,-6.293298244476318,-6.265831470489502,-6.293298244476318,-0.006489016036653084
18,18,2022.08.23.10.00.51.946786,0.05,0.115,401.4916462638331,1478.6440580148749,4.571043250515733e-05,3.3488023,7.0697562561181e-06,229630,1661241650844000000,-6.307031631469727,-6.293298244476318,-6.307031631469727,-0.003244508018326542
19,19,2022.08.23.10.01.30.389932,0.05,0.11,66.26540005876018,244.85321631356044,0.0002909655589736,3.3439376,6.874768254472187e-05,229630,1661241689244000000,-6.224631309509277,-6.252098083496094,-6.224631309509277,0.006489016036653084
20,20,2022.08.23.10.02.08.742829,0.05,0.11,116.7295661541475,291.3930854405045,0.0002820705376278,3.322654,7.387415230843648e-05,229630,1661241727644000000,-6.2383646965026855,-6.252098083496094,-6.2383646965026855,0.003244508018326542
21,21,2022.08.23.10.02.47.219035,0.05,0.11,134.75248261678587,300.34128624390104,0.0002901122130521,3.3627884,7.373928355299638e-05,229629,1661241766044000000,-6.224631309509277,-6.224631309509277,-6.224631309509277,0.0
22,22,2022.08.23.10.04.42.391378,0.05,0.105,145.56623249436882,311.8955352194209,0.0002883385904803,3.3256946,8.128110865358436e-05,229629,1661241881244000000,-6.2383646965026855,-6.252098083496094,-6.2383646965026855,0.003244508018326542
23,23,2022.08.23.10.05.59.254322,0.05,0.105,102.31123298403683,282.9061321012005,0.0002721155666677,3.3402889,7.179630023309927e-05,229630,1661241958044000000,-6.252098083496094,-6.2383646965026855,-6.252098083496094,-0.003244508018326542
24,24,2022.08.23.10.07.54.377713,0.05,0.105,102.31123298403683,273.49668383371136,0.000278813012346,0.39526448,7.456372222056282e-05,229630,1661242073244000000,-6.252098083496094,-6.2383646965026855,-6.252098083496094,-0.003244508018326542
25,25,2022.08.23.10.34.47.265778,0.05,0.1,77.07914993634319,206.26986594221387,0.0003954511596259,3.3062353,0.0001088975069441,229633,1661243686044000000,-6.183431625366211,-6.183431625366211,-6.183431625366211,0.0
26,26,2022.08.23.10.35.25.548500,0.05,0.05,26.61498384095586,58.99355065744444,0.0013500234627597,3.3390727,0.000527050627816,229630,1661243724444000000,-5.977431774139404,-5.991164684295654,-5.977431774139404,0.0032443953657097513
27,27,2022.08.23.10.36.03.907255,0.05,0.05,26.61498384095586,58.44005370053331,0.0013869643632614,3.3135326,0.000599559829013,229630,1661243762844000000,-6.183431625366211,-6.197165012359619,-6.183431625366211,0.003244508018326542
28,28,2022.08.23.10.39.16.052164,0.05,0.09,59.05623347370482,154.7715865762743,0.000533738077679,3.328735,0.0001654745430727,229629,1661243954844000000,-6.169698238372803,-6.224631309509277,-6.169698238372803,0.012977919420689155
29,29,2022.08.23.10.39.54.196328,0.05,0.09,42.83560865733034,124.74437666384556,0.0005975413610475,3.3457618,0.0001884245301568,229633,1661243993244000000,-6.197165012359619,-6.197165012359619,-6.197165012359619,0.0
30,30,2022.08.23.10.40.32.669806,0.05,0.09,55.45165018117717,131.9859618500995,0.0006039833361478,3.3749506,0.0001925775230393,229629,1661244031644000000,-6.169698238372803,-6.183431625366211,-6.169698238372803,0.003244508018326542
31,31,2022.08.23.10.43.44.729386,0.05,0.08,48.24248359612187,102.2816251625356,0.0007989824211332,3.3834639,0.0003028688303387,229630,1661244223644000000,-6.142231464385986,-6.128498077392578,-6.142231464385986,-0.003244508018326542
32,32,2022.08.23.10.44.23.154085,0.05,0.08,50.0447752423857,102.21243804292172,0.0008392486338901,3.382248,0.0003156476631604,229630,1661244262044000000,-6.169698238372803,-6.128498077392578,-6.169698238372803,-0.009733524054979625
33,33,2022.08.23.10.47.35.200722,0.05,0.07,46.44019194985799,103.29636958353936,0.0008972023418853,3.3402889,0.0002898672456651,229629,1661244454044000000,-6.101031303405762,-6.11476469039917,-6.101031303405762,0.003244508018326542
34,34,2022.08.23.10.50.47.149429,0.05,0.06,42.83560865733034,77.55876108717187,0.0012590329153333,3.4716384,0.000391981874973,229630,1661244646044000000,-6.004898071289063,-6.032364845275879,-6.004898071289063,0.0064890160366528615
35,35,2022.08.23.10.54.37.542757,0.05,0.05,33.82415042601116,63.12171546107327,0.001448549853019,3.420558,0.0004605257005993,229633,1661244876444000000,-5.963698387145996,-5.991164684295654,-5.963698387145996,0.006488903384036071
36,36,2022.08.23.10.59.06.356333,0.05,0.03,23.01040054842821,55.903192648023975,0.0014612352720078,3.4211662,0.0005198945540821,229629,1661245145244000000,-5.922498226165772,-5.922498226165772,-5.922498226165772,0.0
37,37,2022.08.23.11.06.47.196528,0.05,0.02,23.01040054842821,45.04081486864308,0.0018511072947405,0.34053555,0.0007250961424503,229630,1661245606044000000,-5.867565155029297,-5.908764839172363,-5.867565155029297,0.009733411402362835
38,38,2022.08.23.11.07.25.551165,0.05,0.02,21.208108902164327,43.772384342388406,0.0019210764178492,3.4643412,0.0007568112091109,229630,1661245644444000000,-5.8400983810424805,-5.881298065185547,-5.8400983810424805,0.009733411402362613
39,39,2022.08.23.11.10.37.751261,0.05,0.02,23.01040054842821,47.83136202640335,0.0017918297352007,3.433328,0.0006622026146847,229631,1661245836444000000,-5.867565155029297,-5.853831768035889,-5.867565155029297,-0.0032445080183263197
40,40,2022.08.23.11.11.15.953254,0.05,0.01,17.603525609636677,45.22531385428012,0.001704848391837,3.3792071,0.0010599902557531,229630,1661245874844000000,-5.826364994049072,-5.798898220062256,-5.826364994049072,-0.006489016036653084
41,41,2022.08.23.11.11.54.349610,0.05,0.01,23.01040054842821,46.978054217832025,0.001867887579788,3.3640049,0.0011759395459527,229630,1661245913244000000,-5.812631607055664,-5.812631607055664,-5.812631607055664,0.0
42,42,2022.08.23.11.12.32.798920,0.05,0.01,19.4058172559005,43.72625959597914,0.0018157764947026,3.3025868,0.0010141457825351,229635,1661245951644000000,-5.812631607055664,-5.826364994049072,-5.812631607055664,0.003244508018326542
