slope error QPH QPV
0.0007466875697616138 1.834908651368583e-07 0.1 -0.05
0.002909160773871504 1.4191663978682574e-07 0.1 -0.15
0.0020695694397917966 4.9976850980970154e-08 0.1 -0.1
0.003787603661851699 1.0860228313723923e-06 0.1 -0.25
0.0034136740391201804 3.6631388485915273e-07 0.1 -0.2
0.0043438590087208325 7.254432080752839e-06 0.1 -0.35
0.0041146112030713096 3.2477688106483175e-06 0.1 -0.3
0.0047145955716686545 8.167386431011603e-06 0.1 -0.45
0.004509490628960039 8.468191639978218e-06 0.1 -0.4
0.005629506663325979 3.019544396018606e-06 0.1 -0.55
0.005078441041581053 4.609201894536312e-06 0.1 -0.5
0.006928055485637105 1.489653992717347e-05 0.1 -0.65
0.006354992016362915 8.091761877931318e-06 0.1 -0.6
0.006533640470169972 1.623348546254022e-05 0.1 -0.75
0.006985601513930832 1.5913546098546752e-05 0.1 -0.7
0.005136751916551718 2.1612172096738982e-05 0.1 -0.85
0.005814449412490494 1.438078617990679e-05 0.1 -0.8
0.004362222677039659 2.3887850452773966e-05 0.1 -0.95
0.004738643397467423 2.018572887233944e-05 0.1 -0.9
0.0037171468476288032 1.5442912618814455e-05 0.1 -1.05
0.0038879384143861865 1.6996612460493973e-05 0.1 -1.0
0.003808991355944176 1.688917383994671e-05 0.1 -1.15
0.0036393825330825378 1.298578302626379e-05 0.1 -1.1
0.00416672390642705 2.2639553966387974e-05 0.1 -1.25
0.0040477928209769354 2.065701650166473e-05 0.1 -1.2
0.00410129855467402 1.688933645408418e-05 0.1 -1.35
0.004205401409680394 1.8239936854858854e-05 0.1 -1.3
0.0036101578900642225 2.0595694466497253e-05 0.1 -1.45
0.0038841404371944967 1.7183311320015612e-05 0.1 -1.4
0.0028327084407778376 2.146055289456382e-05 0.1 -1.55
0.0032757537836223998 2.147292481901606e-05 0.1 -1.5
0.0013468522630948384 4.408481632798085e-05 0.1 -1.65
0.002337104641253532 3.4022481367225405e-05 0.1 -1.6
0.0010249462195350736 3.1180538068164686e-05 0.1 -1.75
0.0016582248804859004 3.198143712311123e-05 0.1 -1.7
0.0 0.0 0.1 -1.85
0.000855927246899358 3.38824761619556e-05 0.1 -1.8
0.0 0.0 0.1 0.0
