slope error QPH QPV
0.0003238065402501881 8.101978948257645e-07 -0.05 0.4
0.0007060537795255861 1.910249035838798e-06 -0.15 0.4
0.0003238065402501881 8.101978948257645e-07 -0.05 0.4
0.0003238065402501881 8.101978948257645e-07 -0.05 0.4
0.0007060537795255861 1.910249035838798e-06 -0.15 0.4
0.000532650173480588 1.153514206811246e-06 -0.1 0.4
0.0009614733071828308 3.7738164754652434e-06 -0.25 0.4
0.0008428208604774322 2.9256654205280036e-06 -0.2 0.4
0.0011022275679989963 5.568851635039304e-06 -0.35 0.4
0.0010453921721239833 4.750416840061696e-06 -0.3 0.4
0.0011021753559945914 7.187413968047608e-06 -0.45 0.4
0.0011207974060708648 6.2567113218741054e-06 -0.4 0.4
0.0009308121947722741 1.0217860493124188e-05 -0.55 0.4
0.0010205063804961702 8.65412601975886e-06 -0.5 0.4
0.0007056038527264836 1.1776166968082137e-05 -0.65 0.4
0.0008094918872466729 1.182781269480214e-05 -0.6 0.4
0.00048039467303456366 8.756255720319876e-06 -0.75 0.4
0.0005894283623778648 1.1129659925436528e-05 -0.7 0.4
0.00030165147157853523 6.460509664520441e-06 -0.85 0.4
0.00038664835211954106 5.272066347882768e-06 -0.8 0.4
0.00021623068341926815 1.4480347342709032e-05 -0.95 0.4
0.00024457116354422814 9.453315413345526e-06 -0.9 0.4
0.00019707705238447597 2.503108255998595e-05 -1.05 0.4
0.000174390613058895 1.892765210600486e-05 -1.0 0.4
0.00014025854838658443 3.147199134200613e-05 -1.15 0.4
0.00015759004196624724 2.773940517098462e-05 -1.1 0.4
0.0001066264849145251 3.61647662270508e-05 -1.25 0.4
0.00001405941362511548 3.602798687170177e-05 -1.2 0.4
0.0000116901689690969 4.663365664130007e-05 -1.35 0.4
0.00001840439261605669 3.873278932131923e-05 -1.3 0.4
0.00001969704861163878 5.494907740542481e-05 -1.45 0.4
0.00008177410088940179 4.51615149635488e-05 -1.4 0.4
0.00005850685095375184 3.954984672820248e-05 -1.55 0.4
0.00008908637179528963 4.048255311980006e-05 -1.5 0.4
0.0007228105740593518 6.439116042365494e-05 -1.65 0.4
0.0009693488737849744 5.6292890676451425e-05 -1.6 0.4
0.0009365710289169228 5.203019641098443e-05 -1.75 0.4
0.001195145110537493 5.868448718524475e-05 -1.7 0.4
0.0 0.0 -1.85 0.4
0.00010196786340347486 3.702556853602613e-05 -1.8 0.4
0.0 0.0 -1.9 0.4
6.944960234939751e-05 9.103065691780514e-07 0.0 0.4
0 9.103065691780514e-07 0.05 0.4
