x, y
0.005434782608695652, 0.08345752608047691
0.005434782608695652, 0.08345752608047691
-0.20380434782608695, 0.03576751117734724
-0.20380434782608695, 0.03576751117734724
-0.30978260869565216, 0.21460506706408344
-0.30978260869565216, 0.21460506706408344
-0.41032608695652173, 0.21460506706408344
-0.41032608695652173, 0.21460506706408344
-0.5135869565217391, 0.22652757078986588
-0.5135869565217391, 0.22652757078986588
-0.625, 2.4083457526080476
-0.625, 2.4083457526080476
-0.7282608695652174, 2.253353204172876
-0.7282608695652174, 2.253353204172876
-0.8396739130434783, 1.2518628912071534
-0.8396739130434783, 1.2518628912071534
-0.9429347826086957, 0.5365126676602087
-0.9429347826086957, 0.5365126676602087
-1.0434782608695652, 0.5365126676602087
-1.0434782608695652, 0.5365126676602087
-1.1467391304347825, 0.38152011922503726
-1.1467391304347825, 0.38152011922503726
-1.2608695652173914, 2.3129657228017884
-1.2608695652173914, 2.3129657228017884
-1.3668478260869565, 2.157973174366617
-1.3668478260869565, 2.157973174366617
-1.4619565217391304, 1.9433681073025335
-1.4619565217391304, 1.9433681073025335
-1.5652173913043477, 0.07153502235469449
-1.5652173913043477, 0.07153502235469449
-1.9918478260869565, 0.02384500745156483
-1.9918478260869565, 0.02384500745156483
