x, y
0.005434782608695652, 0.03576751117734724
0.005434782608695652, 0.03576751117734724
-0.09782608695652173, 2.5752608047690013
-0.09782608695652173, 2.5752608047690013
-0.20652173913043478, 4.017883755588674
-0.20652173913043478, 4.017883755588674
-0.30978260869565216, 4.697466467958272
-0.30978260869565216, 4.697466467958272
-0.41304347826086957, 5.257824143070045
-0.41304347826086957, 5.257824143070045
-0.5244565217391304, 6.3666169895678095
-0.5244565217391304, 6.3666169895678095
-0.6304347826086957, 7.666169895678093
-0.6304347826086957, 7.666169895678093
-0.7255434782608695, 6.783904619970194
-0.7255434782608695, 6.783904619970194
-0.8342391304347826, 5.460506706408346
-0.8342391304347826, 5.460506706408346
-0.9429347826086957, 4.6855439642324885
-0.9429347826086957, 4.6855439642324885
-1.0543478260869565, 4.327868852459017
-1.0543478260869565, 4.327868852459017
-1.1548913043478262, 4.780923994038748
-1.1548913043478262, 4.780923994038748
-1.2608695652173914, 4.578241430700447
-1.2608695652173914, 4.578241430700447
-1.375, 4.3040238450074515
-1.375, 4.3040238450074515
-1.4701086956521738, 3.80327868852459
-1.4701086956521738, 3.80327868852459
-1.576086956521739, 2.5514157973174365
-1.576086956521739, 2.5514157973174365
-1.6875, 2.217585692995529
-1.6875, 2.217585692995529
-1.7771739130434783, 1.7764530551415798
-1.7771739130434783, 1.7764530551415798
-1.8967391304347825, 0.9538002980625931
-1.8967391304347825, 0.9538002980625931
-1.9945652173913042, 0.6080476900149031
-1.9945652173913042, 0.6080476900149031
