slope error qpv qph qv qh
0.0035752455250581687 3.387601155210664e-05 -3.4 0.4 26.45 26.13
0.0035752455250581687 3.387601155210664e-05 -3.4 0.4 26.45 26.13
0.003582341561737583 2.9299578026207497e-05 -3.4 0.4 26.45 26.13
0.003582341561737583 2.9299578026207497e-05 -3.4 0.4 26.45 26.13
0.0034180790988143166 7.578488550292007e-05 -3.4 0.4 26.45 26.13
0.0028134061634002483 2.529706504294383e-05 -3.6 0.4 26.45 26.13
0.0028134061634002483 2.529706504294383e-05 -3.6 0.4 26.45 26.13
0.0034796465238759546 3.5973105701496725e-05 -3.6 0.4 26.45 26.13
0.002981286116572543 3.072544760684933e-05 -3.6 0.4 26.45 26.13
0.002981286116572543 3.072544760684933e-05 -3.6 0.4 26.45 26.13
0.0028724216169888953 3.170645549399161e-05 -3.6 0.4 26.45 26.13
0.0028724216169888953 3.170645549399161e-05 -3.6 0.4 26.45 26.13
0.002676536532192646 4.4281721818392016e-05 -3.8 0.4 26.45 26.13
0.002636906790017662 4.0415174477717544e-05 -3.8 0.4 26.45 26.13
0.002636906790017662 4.0415174477717544e-05 -3.8 0.4 26.45 26.13
0.0019778671952800763 3.9893612561700595e-05 -4.0 0.4 26.45 26.13
0.0021551285042979923 3.8296096892939446e-05 -4.0 0.4 26.45 26.13
0.0 0.0 -4.0 0.4 26.45 26.13
0.0020614152390969697 3.117619082870311e-05 -4.0 0.4 26.45 26.13
0.0020614152390969697 3.117619082870311e-05 -4.0 0.4 26.45 26.13
0.0021084254835577383 4.3905120918200515e-05 -4.0 0.4 26.45 26.13
0.0021084254835577383 4.3905120918200515e-05 -4.0 0.4 26.45 26.13
0.0023797815392715 4.047491419305628e-05 -2.5 0.4 26.45 26.13
0.0023797815392715 4.047491419305628e-05 -2.5 0.4 26.45 26.13
0.002104643891023089 2.37932633501818e-05 -2.5 0.4 26.45 26.13
0.002244039048035117 2.132158834481498e-05 -2.5 0.4 26.45 26.13
0.002244039048035117 2.132158834481498e-05 -2.5 0.4 26.45 26.13
0.0020249606007625 2.2684670239698375e-05 -2.5 0.4 26.45 26.13
0.0023445987729467125 3.8597187898763975e-05 -2.5 0.4 26.45 26.13
0.0023445987729467125 3.8597187898763975e-05 -2.5 0.4 26.45 26.13
0.0022909337896247998 8.760490453926237e-06 -1.1 0.4 26.45 26.13
0.0007772749416544814 2.680930842498326e-05 -1.1 0.4 26.45 26.13
0.0023274979338394276 7.4719565002898e-06 -1.1 0.4 26.45 26.13
0.0023214492644909766 7.607281762764207e-06 -1.1 0.4 26.45 26.13
0.0023214492644909766 7.607281762764207e-06 -1.1 0.4 26.45 26.13
0.002239603904001709 7.53495013497524e-06 -1.1 0.4 26.45 26.13
0.002223042923899 8.340148445754946e-06 -1.1 0.4 26.45 26.13
0.002223042923899 8.340148445754946e-06 -1.1 0.4 26.45 26.13
0.002203308286902439 9.613204268731498e-06 -1.1 0.4 26.45 26.13
0.0006698053849516076 8.484597906096624e-07 0.0 0.4 26.45 26.13
0.0006698053849516076 8.484597906096624e-07 0.0 0.4 26.45 26.13
0.0007103494106341926 6.105700862472767e-07 0.0 0.4 26.45 26.13
0.0007103494106341926 6.105700862472767e-07 0.0 0.4 26.45 26.13
0.0007039498358119814 1.1085788513763627e-06 0.0 0.4 26.45 26.13
0.0006813519149135723 9.89513002091661e-07 0.0 0.4 26.45 26.13
0.0006813519149135723 9.89513002091661e-07 0.0 0.4 26.45 26.13
0.000676822390689315 8.099608378721544e-07 0.0 0.4 26.45 26.13
0.0004369377369369373 6.102561506150666e-07 0.1 0.4 26.45 26.13
0.0004369377369369373 6.102561506150666e-07 0.1 0.4 26.45 26.13
0.0004239839560742004 7.536823647554488e-07 0.1 0.4 26.45 26.13
0.0004239839560742004 7.536823647554488e-07 0.1 0.4 26.45 26.13
0.00046116761224774763 4.514289475735741e-07 0.1 0.4 26.45 26.13
0.00037677930428505976 6.562077463735214e-07 0.1 0.4 26.45 26.13
0.00037677930428505976 6.562077463735214e-07 0.1 0.4 26.45 26.13
0.00017674916537866795 6.315541102067975e-07 0.2 0.4 26.45 26.13
0.0001376342532302253 6.608638267271245e-07 0.2 0.4 26.45 26.13
0.0001376342532302253 6.608638267271245e-07 0.2 0.4 26.45 26.13
0.00018946670404208166 6.265378083406355e-07 0.2 0.4 26.45 26.13
7.688565873143262e-05 3.5707073275298266e-07 0.25 0.4 26.45 26.13
7.688565873143262e-05 3.5707073275298266e-07 0.25 0.4 26.45 26.13
0.00010820604106349215 3.620350439193474e-07 0.25 0.4 26.45 26.13
