x, y
0.005072463768115942, 0.015486725663716814
0.01884057971014493, 0.011061946902654867
0.04420289855072464, 0.008849557522123894
0.08478260869565217, 0.015486725663716814
0.1108695652173913, 0.01991150442477876
0.1471014492753623, 0.06415929203539823
0.16521739130434782, 0.1261061946902655
0.1818840579710145, 0.1836283185840708
0.19420289855072465, 0.2411504424778761
0.20652173913043478, 0.3230088495575221
0.22246376811594204, 0.37831858407079644
0.25, 0.42035398230088494
0.28840579710144926, 0.415929203539823
0.7376811594202899, 0.41814159292035397
0.7695652173913043, 0.4336283185840708
0.7942028985507247, 0.48451327433628316
0.8152173913043478, 0.5530973451327433
0.8311594202898551, 0.6327433628318584
0.8449275362318841, 0.7013274336283186
0.8594202898550725, 0.7699115044247787
0.8702898550724638, 0.831858407079646
0.8804347826086957, 0.9048672566371682
0.8942028985507247, 0.9579646017699115
0.9065217391304348, 0.9823008849557522
0.922463768115942, 0.9446902654867256
0.9282608695652174, 0.8982300884955752
0.9333333333333333, 0.8097345132743363
0.936231884057971, 0.7234513274336283
0.9420289855072463, 0.6238938053097345
0.9500000000000001, 0.4690265486725664
0.9528985507246377, 0.3893805309734513
0.9565217391304348, 0.29867256637168144
0.9659420289855073, 0.16371681415929204
0.972463768115942, 0.046460176991150445
0.9847826086956522, -0.050884955752212385
1.0021739130434784, -0.06415929203539823
