x, y
0.026350461133069828, -0.015799999999999998
0.06587615283267458, -0.015342857142857142
0.09881422924901186, -0.014885714285714285
0.14492753623188406, -0.014371428571428571
0.17786561264822134, -0.013857142857142856
0.2437417654808959, -0.013342857142857142
0.2964426877470356, -0.012799999999999999
0.3557312252964427, -0.012257142857142857
0.4150197628458498, -0.011771428571428572
0.46772068511198944, -0.0114
0.5599472990777339, -0.010942857142857143
0.619235836627141, -0.010485714285714286
0.6719367588932806, -0.010285714285714285
0.7048748353096179, -0.010057142857142857
0.7575757575757576, -0.009742857142857143
0.836627140974967, -0.009285714285714286
0.9288537549407114, -0.008885714285714285
1.0013175230566536, -0.008428571428571428
1.0474308300395256, -0.00797142857142857
1.1264822134387351, -0.007571428571428571
1.1857707509881423, -0.006999999999999999
1.225296442687747, -0.006542857142857142
1.2779973649538867, -0.006085714285714285
1.3570487483530962, -0.005714285714285713
1.442687747035573, -0.005285714285714286
1.5217391304347825, -0.004885714285714285
1.600790513833992, -0.004514285714285714
1.699604743083004, -0.004142857142857143
1.7918313570487483, -0.003657142857142857
1.8840579710144927, -0.003285714285714286
1.976284584980237, -0.002942857142857143
2.0553359683794468, -0.0024857142857142855
2.147562582345191, -0.0022285714285714287
2.2661396574440054, -0.0020571428571428563
2.391304347826087, -0.0019142857142857139
2.5296442687747036, -0.0019142857142857139
2.635046113306983, -0.0019142857142857139
2.7470355731225298, -0.0019142857142857139
2.8722002635046113, -0.0018571428571428576
2.9907773386034253, -0.0018285714285714277
3.1225296442687744, -0.0017714285714285714
3.2279314888010537, -0.0016857142857142852
3.346508563899868, -0.0016857142857142852
3.399209486166008, -0.0016857142857142852
3.5177865612648223, -0.001599999999999999
3.6100131752305664, -0.001599999999999999
3.774703557312253, -0.0015428571428571427
3.952569169960474, -0.0015142857142857145
4.097496706192358, -0.0014857142857142847
4.229249011857707, -0.0014571428571428565
4.400527009222661, -0.0013428571428571422
4.538866930171278, -0.0013428571428571422
4.644268774703558, -0.001314285714285714
