qpv intensity tune
0.2 3.3364842496 0.1838085675647878
0.2 3.3770534912 0.1830630105377691
0.2 3.36590848 0.18342446707293
0.2 3.3581135872 0.1847601376125172
0.2 3.3390086144 0.1828390881715445
0.2 3.3969414144 0.1822679246613197
0.2 3.2573499392 0.183143407646329
0.2 3.3340874752 0.1843416051072152
0.2 3.3315807232 0.1831613327951086
0.2 3.3995636736 0.1832709867014515
0.2 3.346210816 0.1839994832777725
0.2 3.4137530368 0.1836032817301619
0.2 4.3019333632 0.1830028335895371
0.2 4.3543576576 0.1828199383876201
0.2 4.2830184448 0.1814379456462898
0.2 4.3279958016 0.1827547440205129
0.2 4.3234656256 0.1827390964289286
0.2 4.3291516928 0.1814636403408454
0.2 4.4043239424 0.1823502827900247
0.2 4.294725632 0.1820488475291367
0.2 4.3006926848 0.1798634941328228
0.2 4.2273296384 0.1827688726116479
0.2 4.3743731712 0.1841135455875932
0.2 4.3682533376 0.1829093513771073
0.2 4.3507810304 0.180708048004337
0.2 5.5137419264 0.1816864140219477
0.2 5.5709892608 0.178961354105147
0.2 5.5142801408 0.1816166956752417
0.2 5.4976335872 0.1813432449313257
0.2 5.4473117696 0.1798910102126997
0.2 5.6135950336 0.1802555372987687
0.2 5.615802368 0.1803290800357362
0.2 5.5132106752 0.1812519313043199
0.2 5.4061371392 0.179457546451895
0.2 5.4436130816 0.1799171294725983
0.2 5.4652674048 0.1801711742781664
0.2 6.8856815616 0.1785636628049219
0.2 7.8372429824 0.1782088950608696
0.2 7.5429494784 0.1783432379136448
0.2 7.4878222336 0.1803161576819145
0.2 7.6044197888 0.1774014274438018
0.2 7.5783036928 0.1788009769055419
0.2 6.612021248 0.1811100995906343
0.2 7.1374782464 0.1795524905843223
0.2 7.2117592064 0.1788415455392791
0.2 7.3673449472 0.178100620520152
0.2 7.2557371392 0.1774283052604465
0.2 7.0718185472 0.1776054527910984
0.2 7.2115126272 0.1804143365305159
0.2 7.0760677376 0.1811359348634924
0.2 7.024021504 0.1818063678835108
0.2 7.1277461504 0.1794789454886585
0.2 6.0256927744 0.1789873337302218
0.2 6.321115136 0.1813630716611025
0.2 6.3748251648 0.1793367642161739
0.2 6.2922272768 0.176841596526059
0.2 6.3362056192 0.1782334736203126
0.2 6.350002176 0.179868483719081
0.2 6.3179116544 0.1790858159071738
0.2 6.361520128 0.1772821925128861
0.2 6.0485267456 0.1794132708909745
0.2 6.2616768512 0.1781036981471492
0.2 6.305038336 0.1799699364382159
0.2 8.2361237504 0.1776588744329847
0.2 8.0908869632 0.1783373166423283
0.2 8.2462261248 0.1780128109724434
0.2 8.2100699136 0.1769096675592344
0.2 8.2634104832 0.1771651275826122
0.2 8.1502633984 0.1791086424269682
0.2 8.1214373888 0.1778829817210032
0.2 8.1799512064 0.178842665448306
0.2 4.312827904 0.1812590833433916
0.2 4.030900224 0.1819694825860995
0.2 4.1403887616 0.1823183347197066
0.2 4.082352128 0.1824459812335447
0.3 3.2937744384 0.183311377489484
0.3 3.3375414272 0.1836936497558011
0.3 3.3655721984 0.1842651673063481
0.3 3.3306394624 0.1827692033008762
0.3 3.3884801024 0.1837808967544303
0.3 3.360699392 0.183466732081082
0.3 3.3577590784 0.1842111215534076
0.3 3.4430062592 0.1847845850284431
0.3 3.3353834496 0.182859777712446
0.3 3.3765095424 0.1833453941365009
0.3 3.3147441152 0.1848855096354652
0.3 3.337694208 0.1837908337062822
0.3 3.3347350528 0.1860545243616338
0.3 3.3668800512 0.1814670703570773
0.3 3.410726912 0.1852373997699708
0.3 3.3693995008 0.1833274972920775
0.3 3.3612556288 0.1839446192930683
0.3 3.339241472 0.1855107656008182
0.3 4.3102056448 0.1833913424848726
0.3 4.33837056 0.1825219109712182
0.3 4.2945052672 0.1821396177125036
0.3 4.2604838912 0.1832896949374192
0.3 4.3788607488 0.1831947357093352
0.3 4.3200294912 0.1807404706443607
0.3 4.3188006912 0.1849748082281795
0.3 4.2044588032 0.1825886965148829
0.3 4.2824372224 0.1839377543073424
0.3 4.402911232 0.1848099740359518
0.3 4.3395137536 0.1812458416220841
0.3 4.3164233728 0.1839323868579289
0.3 4.319045632 0.1828402311957956
0.3 5.5507472384 0.1815945295904253
0.3 5.4981894144 0.1813580235791747
0.3 5.6341426176 0.1793855524349507
0.3 5.599369216 0.181055685409324
0.3 5.6009211904 0.1813136517834432
0.3 5.65523456 0.1810944977577592
0.3 5.4986412032 0.182061515615492
0.3 7.1204159488 0.1788791082503882
0.3 7.1202930688 0.1792086520956762
0.3 7.2495783936 0.1802301959369263
0.3 7.0801956864 0.1801419599369176
0.3 7.1240507392 0.1799526151157018
0.3 7.256846336 0.179668681381729
0.3 7.0121340928 0.1796189539300657
0.3 7.0595608576 0.1789998102904334
0.3 7.168458752 0.1789789546973089
0.3 6.3816613888 0.1786617760817648
0.3 5.9921293312 0.1798468469257255
0.3 6.3363280896 0.18098757475005
0.3 6.0247875584 0.1804206035867172
0.3 6.2953680896 0.1820110050766405
0.3 6.272147456 0.1816002499008127
0.3 6.3682338816 0.1818103144542432
0.3 5.9822071808 0.1808085006362196
0.3 6.3860342784 0.1802367866062667
0.3 5.9864809472 0.1822504943670342
0.3 6.3198830592 0.1812376602479253
0.3 8.177549312 0.1795585335643704
0.3 8.148537344 0.1805765171893501
0.3 8.271110144 0.1825163439760935
0.3 8.159870976 0.1784546448031149
0.3 8.3674423296 0.178966117728295
0.3 8.1109663744 0.1799565664038269
0.3 8.1333239808 0.1804482446775007
0.3 7.8820212736 0.1797919147746968
0.3 8.1084407808 0.1811182125625989
0.3 8.1920237568 0.1781533855009745
0.3 8.1954725888 0.1780036545132136
0.3 8.2488745984 0.1786638592823809
0.45 3.3670514688 0.1831881662682619
0.45 3.2951250944 0.185962642760547
0.45 3.381711872 0.1847954829131878
0.45 3.4059464704 0.1840243076133751
0.45 3.3283956736 0.1861678373136242
0.45 3.3326084096 0.1833427882487736
0.45 3.2897030144 0.1847848673643961
0.45 3.386278912 0.1857847937536006
0.45 3.3670580224 0.1849358571883989
0.45 3.2584132608 0.1837905813257728
0.45 3.3113878528 0.1856872764013905
0.45 3.3618917376 0.1842081054883852
0.45 3.3162174464 0.1868214208683333
0.45 3.3534431232 0.1847623804968761
0.45 3.389170688 0.1857291042251741
0.45 3.3265369088 0.1872260316991374
0.45 3.3461428224 0.1837971418038
0.45 3.4358355968 0.186817785645519
0.45 3.3725722624 0.1846780894165124
0.45 3.3522141184 0.1842865545496298
0.45 3.292025856 0.1845797796602636
0.45 3.3127448576 0.1835730210712124
0.45 3.346118656 0.1862360347729239
0.45 4.2814533632 0.1846009838687086
0.45 4.3297746944 0.1817147947999065
0.45 4.2916442112 0.1845469819875203
0.45 4.3482988544 0.1839580695231332
0.45 4.2628923392 0.1866925529035904
0.45 4.3883913216 0.185720616102555
0.45 4.3188011008 0.1852729981587599
0.45 4.2929225728 0.1840109569202963
0.45 4.4259049472 0.1823165506017876
0.45 4.31660032 0.186916188039567
0.45 4.3071606784 0.1831272284045875
0.45 5.5853072384 0.182337384966645
0.45 5.5667707904 0.1842135203475953
0.45 5.593120768 0.1825119181182628
0.45 5.5637876736 0.184195567837938
0.45 5.5598870528 0.1823841635761318
0.45 5.5782162432 0.1815890111844454
0.45 5.634717696 0.1809134862107471
0.45 6.9552832512 0.180790481139586
0.45 7.1306412032 0.1813293163576411
0.45 7.299407872 0.1807685396026621
0.45 6.9172174848 0.1799826866072041
0.45 7.1114235904 0.1793961420380825
0.45 7.2152711168 0.1804771358773496
0.45 7.379972096 0.1798853686827703
0.45 7.2434802688 0.182084878031097
0.45 7.0893109248 0.1838083779256013
0.45 7.212560384 0.1803625060651872
0.45 6.3453827072 0.1815389327587652
0.45 6.3219146752 0.1811314707947809
0.45 6.264694784 0.1817438784693775
0.45 6.3626293248 0.1814583162914448
0.45 6.0463312896 0.1821576626830577
0.45 6.3544991744 0.1806448755117408
0.45 6.2987554816 0.1828464237171922
0.45 6.2524370944 0.1809726550521593
0.45 6.249234432 0.1833719374900032
0.45 8.2485051392 0.1811009766248927
0.45 8.1705893888 0.1803653676355987
0.45 8.1941798912 0.1813401187151837
0.45 8.2538012672 0.1817296569456063
0.45 8.2406203392 0.1814801380065942
0.45 8.0440139776 0.1815966788345391
0.45 8.2410512384 0.178433402383789
0.45 8.24850432 0.1808476130108305
0.45 8.2899582976 0.1811820450184338
0.45 8.438644736 0.1834224494440724
0.45 8.3144097792 0.1812812635803861
0.45 8.3318407168 0.1814830349574509
0.6 3.3176662016 0.1837519194621647
0.6 3.3446393856 0.1835382557739741
0.6 3.4105010176 0.186420865167261
0.6 3.3714716672 0.185673528739716
0.6 3.3128607744 0.1856273288363785
0.6 3.3688061952 0.1864692580685296
0.6 3.3607063552 0.1872209780742733
0.6 3.340121088 0.1894599849133573
0.6 3.3347291136 0.1878362277715854
0.6 3.3271969792 0.1870439554365931
0.6 3.415452672 0.188921403137225
0.6 3.23047424 0.1871047888100192
0.6 3.3336352768 0.1846800928931919
0.6 3.3465040896 0.1872921054914368
0.6 3.279309824 0.1866354677345336
0.6 3.2915611648 0.18823035009888
0.6 3.3280897024 0.188555627593178
0.6 3.2795113472 0.1873394695735832
0.6 3.3645572096 0.1868938435783391
0.6 4.3822104576 0.1872338616275401
0.6 4.3865944064 0.1859272780006314
0.6 4.2870837248 0.1882865723978446
0.6 4.2059014144 0.1871091110621127
