x, y
0.006587615283267457, -0.0001428571428571425
0.07246376811594203, -0.000285714285714285
0.1383399209486166, -0.00045714285714285735
0.230566534914361, -0.0006571428571428561
0.3359683794466403, -0.0008000000000000004
0.42160737812911725, -0.0008571428571428567
0.5072463768115942, -0.0008571428571428567
0.5928853754940712, -0.000971428571428571
0.6719367588932806, -0.0011999999999999997
0.7509881422924901, -0.0013714285714285703
0.8300395256916996, -0.0014285714285714284
0.9354413702239789, -0.0013428571428571422
1.0144927536231885, -0.0011714285714285715
1.093544137022398, -0.0009999999999999992
1.1857707509881423, -0.0007714285714285705
1.2714097496706191, -0.0005428571428571418
1.370223978919631, -0.0004857142857142855
1.4624505928853755, -0.0003999999999999993
1.52832674571805, -0.0004857142857142855
1.6073781291172595, -0.0004857142857142855
1.7127799736495388, -0.0005999999999999998
1.772068511198946, -0.000685714285714286
1.8906455862977603, -0.000685714285714286
2.0092226613965742, -0.0005999999999999998
2.0948616600790513, -0.0005142857142857137
2.193675889328063, -0.0005142857142857137
2.292490118577075, -0.0005428571428571418
2.3715415019762847, -0.00037142857142857116
2.4571805006587613, -0.00037142857142857116
2.588932806324111, -0.0003999999999999993
2.7140974967061924, -0.00031428571428571486
2.8326745718050064, -0.000285714285714285
2.924901185770751, -0.00031428571428571486
2.997364953886693, -0.000342857142857143
3.08300395256917, -0.0002571428571428568
3.1884057971014492, -0.00031428571428571486
3.287220026350461, -0.000342857142857143
3.3926218708827403, -0.00031428571428571486
3.4980237154150196, -0.00031428571428571486
3.603425559947299, -0.000285714285714285
3.702239789196311, -0.000285714285714285
3.8010540184453228, -0.0002571428571428568
3.952569169960474, -0.00022857142857142868
4.051383399209486, -0.00022857142857142868
4.1436100131752305, -0.00022857142857142868
4.262187088274045, -0.00020000000000000052
4.3478260869565215, -0.00017142857142857064
4.453227931488801, -0.00017142857142857064
4.525691699604743, -0.00008571428571428619
4.598155467720685, -0.00008571428571428619
4.683794466403162, -0.0000571428571428563
